"","Nonnao-new Last (V)","BPV-G Last (V)","BPV Educational Toolkit Last (V)","BPV-A Last (V)","Single-ended 5 Last (V)","BPV-C Last (V)","BPV-H  Last (V)","BPV-B Last (V)","BPV-F CAP-Charg. Dif 9 - 10 Last (V)","Mud-Power Last (V)"
"125:36:12","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.230","-0.534","-0.366"
"125:36:13","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:14","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:15","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:16","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:17","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:18","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:19","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:20","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:21","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:22","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:23","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:24","-0.219","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.229","-0.534","-0.366"
"125:36:25","-0.220","-0.278","-0.511","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:26","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:27","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:28","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:29","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:30","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:31","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:32","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:33","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:34","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:35","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:36","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:37","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.228","-0.534","-0.366"
"125:36:38","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.366"
"125:36:39","-0.220","-0.278","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:40","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:41","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:42","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:43","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:44","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:45","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:46","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:47","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:48","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:49","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:50","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:51","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:52","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.227","-0.534","-0.367"
"125:36:53","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.534","-0.367"
"125:36:54","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.534","-0.367"
"125:36:55","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.534","-0.367"
"125:36:56","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.535","-0.367"
"125:36:57","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.535","-0.367"
"125:36:58","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.535","-0.367"
"125:36:59","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.535","-0.367"
"125:37:00","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.535","-0.367"
"125:37:01","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.535","-0.367"
"125:37:02","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.535","-0.367"
"125:37:03","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.535","-0.367"
"125:37:04","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.226","-0.535","-0.367"
"125:37:05","-0.220","-0.277","-0.512","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:06","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:07","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:08","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:09","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:10","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:11","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:12","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:13","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:14","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:15","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:16","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:17","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.225","-0.535","-0.367"
"125:37:18","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:19","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:20","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:21","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:22","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:23","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:24","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:25","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:26","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:27","-0.220","-0.277","-0.513","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:28","-0.220","-0.277","-0.514","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:29","-0.220","-0.277","-0.514","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:30","-0.220","-0.277","-0.514","-0.007","0.000","-0.062","-0.316","-0.224","-0.535","-0.367"
"125:37:31","-0.220","-0.277","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:32","-0.220","-0.277","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:33","-0.220","-0.277","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:34","-0.220","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:35","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:36","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:37","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:38","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:39","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:40","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:41","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:42","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.223","-0.535","-0.367"
"125:37:43","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:44","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:45","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:46","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:47","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:48","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:49","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:50","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:51","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:52","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:53","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:54","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:55","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:56","-0.221","-0.276","-0.514","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:57","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.222","-0.535","-0.367"
"125:37:58","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:37:59","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:00","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:01","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:02","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:03","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:04","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:05","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:06","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:07","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:08","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:09","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:10","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:11","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:12","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.221","-0.535","-0.367"
"125:38:13","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.220","-0.535","-0.367"
"125:38:14","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.220","-0.535","-0.367"
"125:38:15","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.220","-0.535","-0.367"
"125:38:16","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.220","-0.535","-0.367"
"125:38:17","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.220","-0.535","-0.367"
"125:38:18","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.220","-0.535","-0.367"
"125:38:19","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.220","-0.535","-0.367"
"125:38:20","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.220","-0.535","-0.367"
"125:38:21","-0.221","-0.276","-0.516","-0.007","0.000","-0.062","-0.316","-0.220","-0.535","-0.367"
"125:38:22","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.220","-0.535","-0.367"
"125:38:23","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.220","-0.535","-0.367"
"125:38:24","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:25","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:26","-0.221","-0.276","-0.515","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:27","-0.221","-0.275","-0.515","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:28","-0.221","-0.275","-0.515","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:29","-0.221","-0.275","-0.515","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:30","-0.221","-0.275","-0.515","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:31","-0.221","-0.275","-0.515","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:32","-0.221","-0.275","-0.515","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:33","-0.221","-0.275","-0.516","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:34","-0.221","-0.275","-0.516","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:35","-0.221","-0.275","-0.516","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:36","-0.221","-0.275","-0.516","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:37","-0.221","-0.275","-0.516","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:38","-0.221","-0.275","-0.516","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:39","-0.221","-0.275","-0.516","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:40","-0.221","-0.275","-0.516","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:41","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:42","-0.221","-0.275","-0.516","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:43","-0.221","-0.275","-0.516","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:44","-0.221","-0.275","-0.516","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:45","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:46","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:47","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:48","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.219","-0.535","-0.367"
"125:38:49","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.218","-0.535","-0.367"
"125:38:50","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.218","-0.535","-0.367"
"125:38:51","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.218","-0.535","-0.367"
"125:38:52","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.218","-0.535","-0.367"
"125:38:53","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.218","-0.535","-0.367"
"125:38:54","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.218","-0.535","-0.367"
"125:38:55","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.218","-0.535","-0.367"
"125:38:56","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.218","-0.535","-0.367"
"125:38:57","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.218","-0.535","-0.367"
"125:38:58","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.218","-0.535","-0.367"
"125:38:59","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.218","-0.536","-0.367"
"125:39:00","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.217","-0.536","-0.367"
"125:39:01","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.217","-0.536","-0.367"
"125:39:02","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.217","-0.536","-0.367"
"125:39:03","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.217","-0.536","-0.367"
"125:39:04","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.217","-0.536","-0.367"
"125:39:05","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.217","-0.536","-0.367"
"125:39:06","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.217","-0.536","-0.367"
"125:39:07","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.217","-0.536","-0.367"
"125:39:08","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.217","-0.536","-0.367"
"125:39:09","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.217","-0.536","-0.367"
"125:39:10","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.217","-0.536","-0.367"
"125:39:11","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.216","-0.536","-0.367"
"125:39:12","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.216","-0.536","-0.367"
"125:39:13","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.216","-0.536","-0.367"
"125:39:14","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.216","-0.536","-0.367"
"125:39:15","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.216","-0.536","-0.367"
"125:39:16","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.216","-0.536","-0.367"
"125:39:17","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.216","-0.536","-0.367"
"125:39:18","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.216","-0.536","-0.367"
"125:39:19","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.216","-0.536","-0.367"
"125:39:20","-0.221","-0.275","-0.517","-0.007","0.000","-0.062","-0.316","-0.216","-0.536","-0.367"
"125:39:21","-0.221","-0.274","-0.517","-0.007","0.000","-0.062","-0.316","-0.216","-0.536","-0.367"
"125:39:22","-0.221","-0.274","-0.517","-0.007","0.000","-0.062","-0.316","-0.215","-0.536","-0.367"
"125:39:23","-0.221","-0.274","-0.517","-0.007","0.000","-0.062","-0.316","-0.215","-0.536","-0.367"
"125:39:24","-0.221","-0.274","-0.517","-0.007","0.000","-0.062","-0.316","-0.215","-0.536","-0.367"
"125:39:25","-0.221","-0.274","-0.517","-0.007","0.000","-0.062","-0.316","-0.215","-0.536","-0.367"
"125:39:26","-0.221","-0.274","-0.517","-0.007","0.000","-0.062","-0.316","-0.215","-0.536","-0.367"
"125:39:27","-0.221","-0.274","-0.517","-0.007","0.000","-0.062","-0.316","-0.215","-0.536","-0.367"
